ID,Audience,Surface,ElementType,CurrentText,Source,UiEditable,Flag,Notes
ADM-DASH-021,PHOTOGRAPHER,`/admin` engagement table,empty state,None yet,"`app/routes/admin/dashboard.tsx:182`, `:198`, `:214`",no,REWRITE_RECOMMENDED,Rendered in each of the three columns that has no rows.
ADM-DASH-022,PHOTOGRAPHER,`/admin` operator areas,heading,Operator areas,`app/routes/admin/dashboard.tsx:234`,no,KEEP,Section `h2`.
ADM-DASH-023,PHOTOGRAPHER,`/admin` operator areas,navigation,Photos,`app/routes/admin/dashboard.tsx:54`,no,KEEP,Duplicate wording of `ADM-NAV-010` from a separate constant.
ADM-DASH-024,PHOTOGRAPHER,`/admin` operator areas,navigation,Upload photos,`app/routes/admin/dashboard.tsx:60`,no,KEEP,Duplicate wording of `ADM-NAV-011`.
ADM-DASH-025,PHOTOGRAPHER,`/admin` operator areas,navigation,Enquiries,`app/routes/admin/dashboard.tsx:65`,no,KEEP,Duplicate wording of `ADM-NAV-013`.
ADM-DASH-026,PHOTOGRAPHER,`/admin` operator areas,navigation,Print eligibility,`app/routes/admin/dashboard.tsx:70`,no,KEEP,Duplicate wording of `ADM-NAV-014`.
ADM-DASH-027,PHOTOGRAPHER,`/admin` operator areas,navigation,Galleries,`app/routes/admin/dashboard.tsx:75`,no,KEEP,Duplicate wording of `ADM-NAV-012`.
ADM-DASH-028,PHOTOGRAPHER,`/admin` operator areas,navigation,Settings,`app/routes/admin/dashboard.tsx:80`,no,KEEP,Duplicate wording of `ADM-NAV-015`.
ADM-DASH-029,PHOTOGRAPHER,`/admin` operator areas,helper text,"Correct metadata, gallery and tags, and publish, withdraw or feature a photograph.",`app/routes/admin/dashboard.tsx:55`-`56`,no,KEEP,Description beside the Photos link.
ADM-DASH-030,PHOTOGRAPHER,`/admin` operator areas,helper text,"Upload originals, generate derivatives and watermarks.",`app/routes/admin/dashboard.tsx:61`,no,KEEP,Description beside the Upload photos link.
ADM-DASH-031,PHOTOGRAPHER,`/admin` operator areas,helper text,"Print enquiries and contact messages, and their handled state.",`app/routes/admin/dashboard.tsx:66`,no,KEEP,Description beside the Enquiries link.
ADM-DASH-032,PHOTOGRAPHER,`/admin` operator areas,helper text,Choose which photographs may be enquired about as prints.,`app/routes/admin/dashboard.tsx:71`,no,KEEP,Description beside the Print eligibility link.
ADM-DASH-033,PHOTOGRAPHER,`/admin` operator areas,helper text,"Create collections, describe and order them, and choose each cover.",`app/routes/admin/dashboard.tsx:76`,no,KEEP,Description beside the Galleries link.
ADM-DASH-034,PHOTOGRAPHER,`/admin` operator areas,helper text,"Watermark defaults, social profiles, page introductions and tags.",`app/routes/admin/dashboard.tsx:81`,no,KEEP,Description beside the Settings link.
ADM-DASH-035,PHOTOGRAPHER,`/admin` footer note,helper text,Unpublished photographs and galleries stay hidden from the public site. Marking a photograph as available for print enquiries does not publish it.,`app/routes/admin/dashboard.tsx:247`-`248`,no,KEEP,States the two visibility rules.
ADM-PHOTOS-001,PHOTOGRAPHER,`/admin/photos` header,heading,Photos,`app/routes/admin/photos.tsx:155`,no,KEEP,Eyebrow.
ADM-PHOTOS-002,PHOTOGRAPHER,`/admin/photos` header,heading,Photo library,`app/routes/admin/photos.tsx:156`,no,KEEP,Page `h1`.
ADM-PHOTOS-003,PHOTOGRAPHER,`/admin/photos` header,body,"Every uploaded photograph, drafts first. Metadata, gallery, tags, featured state and publication state can be changed here — including withdrawing a published photograph, which stops it being served publicly on the next request.",`app/routes/admin/photos.tsx:157`-`161`,no,KEEP,Page lede; explains the withdrawal mechanism.
ADM-PHOTOS-004,PHOTOGRAPHER,`/admin/photos` action result,warning,"No database is configured in this environment, so nothing was changed.",`app/routes/admin/photos.tsx:64`,no,KEEP,Same wording as several other operator surfaces.
ADM-PHOTOS-005,PHOTOGRAPHER,`/admin/photos` action result,warning,"That action was not recognised, so nothing was changed.",`app/routes/admin/photos.tsx:73`,no,KEEP,Unrecognised intent.
ADM-PHOTOS-006,PHOTOGRAPHER,`/admin/photos` action result,warning,"That photograph no longer exists, so nothing was changed.",`app/routes/admin/photos.tsx:91`,no,KEEP,Record disappeared between render and submit.
ADM-PHOTOS-007,PHOTOGRAPHER,`/admin/photos` action result,warning,"That request was not understood, so nothing was changed.",`app/routes/admin/photos.tsx:97`,no,KEEP,Fallback for a refused submission.
ADM-PHOTOS-008,PHOTOGRAPHER,`/admin/photos` action result,confirmation,“{title}” is now published and visible on the public site.,`app/routes/admin/photos.tsx:117`,no,KEEP,Written from the state read back from the database.
ADM-PHOTOS-009,PHOTOGRAPHER,`/admin/photos` action result,warning,"“{title}” is now published, but its gallery ({galleryName}) is still a draft, so it is not visible on the public site yet.",`app/routes/admin/photos.tsx:118`,no,KEEP,Distinguishes published from publicly visible.
ADM-PHOTOS-010,PHOTOGRAPHER,`/admin/photos` action result,confirmation,"“{title}” is now a draft. It is no longer served on the public site, and its image is no longer served through /media.",`app/routes/admin/photos.tsx:120`,no,REVIEW,Names the implementation path `/media`; operator may want plainer wording.
ADM-PHOTOS-011,PHOTOGRAPHER,`/admin/photos` action result,confirmation,"“{title}” is now featured, so it can appear in the homepage selection.",`app/routes/admin/photos.tsx:122`,no,KEEP,Feature success.
ADM-PHOTOS-012,PHOTOGRAPHER,`/admin/photos` action result,confirmation,“{title}” is no longer featured and has been removed from the homepage selection.,`app/routes/admin/photos.tsx:124`,no,KEEP,Unfeature success.
ADM-PHOTOS-013,PHOTOGRAPHER,`/admin/photos` table badge,metadata,Draft — not public,`app/routes/admin/photos.tsx:131`,no,KEEP,Publication badge.
ADM-PHOTOS-014,PHOTOGRAPHER,`/admin/photos` table badge,metadata,"Published, but {galleryName} is a draft gallery, so it is not public",`app/routes/admin/photos.tsx:136`,no,KEEP,Publication badge for the ambiguous case.
ADM-PHOTOS-015,PHOTOGRAPHER,`/admin/photos` table badge,metadata,Published — public,`app/routes/admin/photos.tsx:140`,no,KEEP,Publication badge.
ADM-PHOTOS-016,PHOTOGRAPHER,`/admin/photos` empty state,empty state,No photographs have been uploaded yet. Upload photographs to begin.,`app/routes/admin/photos.tsx:178`,no,KEEP,"The words ""Upload photographs"" are an inline link to `/admin/upload`."
ADM-PHOTOS-017,PHOTOGRAPHER,`/admin/photos` list summary,metadata,"{n} photograph, or {n} photographs — {m} not publicly visible.",`app/routes/admin/photos.tsx:186`-`187`,no,KEEP,Count summary with singular/plural handling.
ADM-PHOTOS-018,PHOTOGRAPHER,`/admin/photos` table,metadata,Newest first within each group; drafts are listed first.,`app/routes/admin/photos.tsx:191`,no,KEEP,Table caption describing the ordering.
ADM-PHOTOS-019,PHOTOGRAPHER,`/admin/photos` table,metadata,Photograph,`app/routes/admin/photos.tsx:194`,no,KEEP,Column heading.
ADM-PHOTOS-020,PHOTOGRAPHER,`/admin/photos` table,metadata,Public state,`app/routes/admin/photos.tsx:195`,no,KEEP,Column heading.
ADM-PHOTOS-021,PHOTOGRAPHER,`/admin/photos` table,metadata,Gallery,`app/routes/admin/photos.tsx:196`,no,KEEP,Column heading.
ADM-PHOTOS-022,PHOTOGRAPHER,`/admin/photos` table,metadata,Flags,`app/routes/admin/photos.tsx:197`,no,KEEP,Column heading.
ADM-PHOTOS-023,PHOTOGRAPHER,`/admin/photos` table,metadata,Manage,`app/routes/admin/photos.tsx:198`,no,KEEP,Column heading.
ADM-PHOTOS-024,PHOTOGRAPHER,`/admin/photos` table,metadata,(draft gallery),`app/routes/admin/photos.tsx:216`,no,KEEP,Suffix after the gallery name.
ADM-PHOTOS-025,PHOTOGRAPHER,`/admin/photos` table,metadata,Featured,`app/routes/admin/photos.tsx:219`,no,KEEP,Flag badge.
ADM-PHOTOS-026,PHOTOGRAPHER,`/admin/photos` table,metadata,Print enquiries,`app/routes/admin/photos.tsx:221`,no,KEEP,Flag badge.
ADM-PHOTOS-027,PHOTOGRAPHER,`/admin/photos` table,metadata,—,`app/routes/admin/photos.tsx:222`,no,KEEP,Em dash shown when a photograph carries no flags.
ADM-PHOTOS-028,PHOTOGRAPHER,`/admin/photos` table,button,Edit,`app/routes/admin/photos.tsx:227`,no,KEEP,Links to the per-photograph editor.
ADM-PHOTOS-029,PHOTOGRAPHER,`/admin/photos` table,button,Unpublish,`app/routes/admin/photos.tsx:246`,no,KEEP,The withdrawal control; named for the state it produces.
ADM-PHOTOS-030,PHOTOGRAPHER,`/admin/photos` table,button,Publish,`app/routes/admin/photos.tsx:256`,no,KEEP,Named for the state it produces.
ADM-PHOTOS-031,PHOTOGRAPHER,`/admin/photos` table,button,Unfeature,`app/routes/admin/photos.tsx:270`,no,KEEP,Named for the state it produces.
ADM-PHOTOS-032,PHOTOGRAPHER,`/admin/photos` table,button,Feature,`app/routes/admin/photos.tsx:280`,no,KEEP,Named for the state it produces.
ADM-PHOTOS-033,PHOTOGRAPHER,`/admin/photos` table,accessibility label,Withdraw “{title}” from the public site,`app/routes/admin/photos.tsx:243`,no,KEEP,Button `title` attribute.
ADM-PHOTOS-034,PHOTOGRAPHER,`/admin/photos` table,accessibility label,Publish “{title}”,`app/routes/admin/photos.tsx:253`,no,KEEP,Button `title` attribute.
ADM-PHOTOS-035,PHOTOGRAPHER,`/admin/photos` table,accessibility label,Remove “{title}” from the homepage selection,`app/routes/admin/photos.tsx:267`,no,KEEP,Button `title` attribute.
ADM-PHOTOS-036,PHOTOGRAPHER,`/admin/photos` table,accessibility label,Feature “{title}” on the homepage,`app/routes/admin/photos.tsx:277`,no,KEEP,Button `title` attribute.
ADM-PHOTOS-037,PHOTOGRAPHER,`/admin/photos` footer note,helper text,Print eligibility has its own screen: print eligibility. Deleting a photograph is not available in V1 — unpublishing is how a photograph is withdrawn.,`app/routes/admin/photos.tsx:294`-`296`,no,REVIEW,"Names the product version (""V1"") and repeats two navigation labels; a review candidate."
ADM-EDIT-001,PHOTOGRAPHER,`/admin/photos/:photoId` breadcrumb,navigation,Photos,`app/routes/admin/photos.$photoId.tsx:276`,no,KEEP,Links back to the library.
ADM-EDIT-002,PHOTOGRAPHER,`/admin/photos/:photoId` header,heading,{photo.title},`app/routes/admin/photos.$photoId.tsx:279`,yes,OPERATOR_CONTENT_REQUIRED,"Operator content: the photograph title, edited in this screen's Title field."
ADM-EDIT-003,PHOTOGRAPHER,`/admin/photos/:photoId` header,body,This photograph is visible on the public site.,`app/routes/admin/photos.$photoId.tsx:282`,no,KEEP,Visibility summary.
ADM-EDIT-004,PHOTOGRAPHER,`/admin/photos/:photoId` header,body,"Published, but not public: its gallery ({galleryName}) is a draft gallery.",`app/routes/admin/photos.$photoId.tsx:284`,no,KEEP,Visibility summary.
ADM-EDIT-005,PHOTOGRAPHER,`/admin/photos/:photoId` header,body,This photograph is a draft and is not served on the public site.,`app/routes/admin/photos.$photoId.tsx:285`,no,KEEP,Visibility summary.
ADM-EDIT-006,PHOTOGRAPHER,`/admin/photos/:photoId` unavailable state,heading,Photograph unavailable,`app/routes/admin/photos.$photoId.tsx:241`,no,KEEP,Shown when the record could not be read.
ADM-EDIT-007,PHOTOGRAPHER,`/admin/photos/:photoId` unavailable state,navigation,Back to the photo library,`app/routes/admin/photos.$photoId.tsx:248`,no,KEEP,Also rendered in the footer actions of the normal view.
ADM-EDIT-008,PHOTOGRAPHER,`/admin/photos/:photoId` action result,warning,"No database is configured in this environment, so nothing was changed.",`app/routes/admin/photos.$photoId.tsx:130`,no,KEEP,Same wording as `ADM-PHOTOS-004`.
ADM-EDIT-009,PHOTOGRAPHER,`/admin/photos/:photoId` action result,warning,"This form cannot change {refused fields}. Storage identity and image geometry are fixed when a photograph is uploaded, and nothing was changed.",`app/routes/admin/photos.$photoId.tsx:141`,no,REVIEW,"Names internal column vocabulary (`original_storage_key`, `width`, …); suitable for an operator, but worth reviewing for plainness."
ADM-EDIT-010,PHOTOGRAPHER,`/admin/photos/:photoId` action result,warning,"The publication and featured states must be chosen from the listed options, so nothing was changed.",`app/routes/admin/photos.$photoId.tsx:178`-`179`,no,KEEP,Strict allow-list refusal.
ADM-EDIT-011,PHOTOGRAPHER,`/admin/photos/:photoId` action result,warning,"That photograph no longer exists, so nothing was changed.",`app/routes/admin/photos.$photoId.tsx:207`,no,KEEP,Same wording as `ADM-PHOTOS-006`.
ADM-EDIT-012,PHOTOGRAPHER,`/admin/photos/:photoId` action result,warning,Nothing was saved — please correct the fields below.,`app/routes/admin/photos.$photoId.tsx:214`,no,KEEP,Accompanies the per-field error list.
ADM-EDIT-013,PHOTOGRAPHER,`/admin/photos/:photoId` action result,warning,"That request was not understood, so nothing was changed.",`app/routes/admin/photos.$photoId.tsx:221`,no,KEEP,Same wording as `ADM-PHOTOS-007`.
ADM-EDIT-014,PHOTOGRAPHER,`/admin/photos/:photoId` action result,confirmation,"Saved. {visibility} Featured: yes, or no. Print enquiries: offered, or not offered.",`app/routes/admin/photos.$photoId.tsx:100`-`102`,no,KEEP,One sentence assembled from the state read back from the database.
ADM-EDIT-015,PHOTOGRAPHER,`/admin/photos/:photoId` action result,confirmation,It is visible on the public site.,`app/routes/admin/photos.$photoId.tsx:96`,no,KEEP,Visibility clause inside `ADM-EDIT-014`.
ADM-EDIT-016,PHOTOGRAPHER,`/admin/photos/:photoId` action result,confirmation,"It is published, but its gallery ({galleryName}) is still a draft, so it is not visible on the public site.",`app/routes/admin/photos.$photoId.tsx:98`,no,KEEP,Visibility clause inside `ADM-EDIT-014`.
ADM-EDIT-017,PHOTOGRAPHER,`/admin/photos/:photoId` action result,confirmation,"It is a draft, so it is not served on the public site.",`app/routes/admin/photos.$photoId.tsx:99`,no,KEEP,Visibility clause inside `ADM-EDIT-014`.
ADM-EDIT-018,PHOTOGRAPHER,`/admin/photos/:photoId` facts,field label,Slug,`app/routes/admin/photos.$photoId.tsx:305`,no,KEEP,Read-only fact; the editor cannot change a slug.
ADM-EDIT-019,PHOTOGRAPHER,`/admin/photos/:photoId` facts,field label,Public,`app/routes/admin/photos.$photoId.tsx:309`,no,KEEP,Followed by `Yes` or `No`.
ADM-EDIT-020,PHOTOGRAPHER,`/admin/photos/:photoId` facts,field label,Print,`app/routes/admin/photos.$photoId.tsx:313`,no,KEEP,Followed by `Offered for print enquiries` or `Not offered`.
ADM-EDIT-021,PHOTOGRAPHER,`/admin/photos/:photoId` facts,metadata,"Yes, or No",`app/routes/admin/photos.$photoId.tsx:310`,no,KEEP,Public-state value.
ADM-EDIT-022,PHOTOGRAPHER,`/admin/photos/:photoId` facts,metadata,"Offered for print enquiries, or Not offered",`app/routes/admin/photos.$photoId.tsx:315`,no,KEEP,Print-state value.
ADM-EDIT-023,PHOTOGRAPHER,`/admin/photos/:photoId` facts,navigation,change print eligibility,`app/routes/admin/photos.$photoId.tsx:317`,no,KEEP,Link to `/admin/prints`.
ADM-EDIT-024,PHOTOGRAPHER,`/admin/photos/:photoId` facts,field label,Updated,`app/routes/admin/photos.$photoId.tsx:322`,no,KEEP,Followed by the stored timestamp.
ADM-EDIT-025,PHOTOGRAPHER,`/admin/photos/:photoId` form,field label,Text,`app/routes/admin/photos.$photoId.tsx:329`,no,KEEP,Fieldset legend.
ADM-EDIT-026,PHOTOGRAPHER,`/admin/photos/:photoId` form,field label,Title,`app/routes/admin/photos.$photoId.tsx:331`,no,KEEP,"Required, `maxlength` 120."
ADM-EDIT-027,PHOTOGRAPHER,`/admin/photos/:photoId` form,field label,Description,`app/routes/admin/photos.$photoId.tsx:342`,no,KEEP,`maxlength` 600.
ADM-EDIT-028,PHOTOGRAPHER,`/admin/photos/:photoId` form,helper text,"The description doubles as this photograph’s alternative text when it has one, so write it as something a visitor would want read out.",`app/routes/admin/photos.$photoId.tsx:351`-`354`,no,KEEP,Explains the alt-text fallback rule.
ADM-EDIT-029,PHOTOGRAPHER,`/admin/photos/:photoId` form,field label,Location,`app/routes/admin/photos.$photoId.tsx:356`,no,KEEP,`maxlength` 120.
ADM-EDIT-030,PHOTOGRAPHER,`/admin/photos/:photoId` form,field label,Capture date,`app/routes/admin/photos.$photoId.tsx:366`,no,KEEP,"`type=""date""`."
ADM-EDIT-031,PHOTOGRAPHER,`/admin/photos/:photoId` form,field label,Gallery and tags,`app/routes/admin/photos.$photoId.tsx:379`,no,KEEP,Fieldset legend.
ADM-EDIT-032,PHOTOGRAPHER,`/admin/photos/:photoId` form,field label,Gallery,`app/routes/admin/photos.$photoId.tsx:381`,no,KEEP,Required selector.
ADM-EDIT-033,PHOTOGRAPHER,`/admin/photos/:photoId` form,field label,{gallery.name} — draft gallery (photographs in it are not public),`app/routes/admin/photos.$photoId.tsx:392`,via settings,OPERATOR_CONTENT_REQUIRED,"Gallery option label; the name is operator content, the suffix is source copy."
ADM-EDIT-034,PHOTOGRAPHER,`/admin/photos/:photoId` form,field label,Tags,`app/routes/admin/photos.$photoId.tsx:398`,no,KEEP,Multi-select sized to the tag list.
ADM-EDIT-035,PHOTOGRAPHER,`/admin/photos/:photoId` form,helper text,Select several with Ctrl or Cmd. Clearing the selection removes every tag from this photograph; other photographs are unaffected.,`app/routes/admin/photos.$photoId.tsx:413`-`416`,no,KEEP,Explains multi-select and the consequence of clearing.
ADM-EDIT-036,PHOTOGRAPHER,`/admin/photos/:photoId` form,field label,Visibility,`app/routes/admin/photos.$photoId.tsx:420`,no,KEEP,Fieldset legend.
ADM-EDIT-037,PHOTOGRAPHER,`/admin/photos/:photoId` form,field label,Publication state,`app/routes/admin/photos.$photoId.tsx:426`,no,KEEP,Two-option selector.
ADM-EDIT-038,PHOTOGRAPHER,`/admin/photos/:photoId` form,field label,Homepage,`app/routes/admin/photos.$photoId.tsx:436`,no,KEEP,Featured-state selector.
ADM-EDIT-039,PHOTOGRAPHER,`/admin/photos/:photoId` form,helper text,"Setting this photograph to draft withdraws it: the public page, its image through /media, its place in galleries and the homepage, and print enquiries about it all stop on the next request. The original and its derivatives are kept, so publishing it again restores all of it. Up to five featured photographs appear on the homepage.",`app/routes/admin/photos.$photoId.tsx:445`-`450`,no,REVIEW,Names the implementation path `/media`; otherwise the most useful explanation on the screen.
ADM-EDIT-040,PHOTOGRAPHER,`/admin/photos/:photoId` form,button,Save changes,`app/routes/admin/photos.$photoId.tsx:454`,no,KEEP,Idle state.
ADM-EDIT-041,PHOTOGRAPHER,`/admin/photos/:photoId` form,button,Saving…,`app/routes/admin/photos.$photoId.tsx:454`,no,KEEP,Submitting state.
ADM-EDIT-042,PHOTOGRAPHER,`/admin/photos/:photoId` footer actions,navigation,Back to the photo library,`app/routes/admin/photos.$photoId.tsx:460`,no,KEEP,Same wording as `ADM-EDIT-007`.
ADM-EDIT-043,PHOTOGRAPHER,`/admin/photos/:photoId` footer actions,navigation,View the public page,`app/routes/admin/photos.$photoId.tsx:464`,no,KEEP,Rendered only while the photograph is publicly visible.
ADM-EDIT-044,PHOTOGRAPHER,`/admin/photos/:photoId` publication selector,field label,Draft — not visible to visitors,`app/data/photo-management.ts:66` (`PUBLICATION_STATE_LABELS`),no,KEEP,Publication option.
ADM-EDIT-045,PHOTOGRAPHER,`/admin/photos/:photoId` publication selector,field label,Published — visible to visitors (when its gallery is published),`app/data/photo-management.ts:67` (`PUBLICATION_STATE_LABELS`),no,KEEP,Publication option; states the two-part visibility rule.
ADM-EDIT-046,PHOTOGRAPHER,`/admin/photos/:photoId` featured selector,field label,Not featured,`app/data/photo-management.ts:71` (`FEATURED_STATE_LABELS`),no,KEEP,Featured-state option.
ADM-EDIT-047,PHOTOGRAPHER,`/admin/photos/:photoId` featured selector,field label,Featured on the homepage,`app/data/photo-management.ts:72` (`FEATURED_STATE_LABELS`),no,KEEP,Featured-state option.
ADM-UPLOAD-001,PHOTOGRAPHER,`/admin/upload` header,heading,Upload,`app/routes/admin/upload.tsx:228`,no,KEEP,Eyebrow.
ADM-UPLOAD-002,PHOTOGRAPHER,`/admin/upload` header,heading,Upload photos,`app/routes/admin/upload.tsx:229`,no,KEEP,Page `h1`.
ADM-UPLOAD-003,PHOTOGRAPHER,`/admin/upload` header,body,"Originals are stored privately and never altered, watermarked or served. Public derivatives are generated from them and are the only images a visitor can fetch.",`app/routes/admin/upload.tsx:230`-`233`,no,KEEP,Page lede explaining the storage model.
ADM-UPLOAD-004,PHOTOGRAPHER,`/admin/upload` form,field label,Files,`app/routes/admin/upload.tsx:238`,no,KEEP,Fieldset legend.
ADM-UPLOAD-005,PHOTOGRAPHER,`/admin/upload` form,field label,"Photographs (JPEG or PNG, several allowed)",`app/routes/admin/upload.tsx:240`,no,KEEP,File input label; accepts JPEG and PNG only.
ADM-UPLOAD-006,PHOTOGRAPHER,`/admin/upload` form,field label,Metadata,`app/routes/admin/upload.tsx:253`,no,KEEP,Fieldset legend.
ADM-UPLOAD-007,PHOTOGRAPHER,`/admin/upload` form,field label,Title,`app/routes/admin/upload.tsx:255`,no,KEEP,`maxlength` 120.
ADM-UPLOAD-008,PHOTOGRAPHER,`/admin/upload` form,field label,Description,`app/routes/admin/upload.tsx:259`,no,KEEP,`maxlength` 600.
ADM-UPLOAD-009,PHOTOGRAPHER,`/admin/upload` form,field label,Gallery,`app/routes/admin/upload.tsx:263`,no,KEEP,Required; offers published galleries only.
ADM-UPLOAD-010,PHOTOGRAPHER,`/admin/upload` form,field label,Tags,`app/routes/admin/upload.tsx:273`,no,KEEP,Multi-select of registry tags.
ADM-UPLOAD-011,PHOTOGRAPHER,`/admin/upload` form,field label,Location,`app/routes/admin/upload.tsx:283`,no,KEEP,`maxlength` 120.
ADM-UPLOAD-012,PHOTOGRAPHER,`/admin/upload` form,field label,Capture date,`app/routes/admin/upload.tsx:287`,no,KEEP,"`type=""date""`."
ADM-UPLOAD-013,PHOTOGRAPHER,`/admin/upload` form,field label,Watermark,`app/routes/admin/upload.tsx:293`,no,KEEP,Fieldset legend.
ADM-UPLOAD-014,PHOTOGRAPHER,`/admin/upload` form,field label,Watermark the public derivatives,`app/routes/admin/upload.tsx:296`,no,KEEP,"Checkbox, checked by default."
ADM-UPLOAD-015,PHOTOGRAPHER,`/admin/upload` form,field label,Position,`app/routes/admin/upload.tsx:299`,no,KEEP,Selector over `WATERMARK_POSITIONS`.
ADM-UPLOAD-016,PHOTOGRAPHER,`/admin/upload` form,helper text,"The archival master is never watermarked, whichever position is chosen.",`app/routes/admin/upload.tsx:313`,no,KEEP,Reassures that the master is untouched.
ADM-UPLOAD-017,PHOTOGRAPHER,`/admin/upload` form,field label,Publication,`app/routes/admin/upload.tsx:318`,no,KEEP,Fieldset legend.
ADM-UPLOAD-018,PHOTOGRAPHER,`/admin/upload` form,field label,Publish immediately,`app/routes/admin/upload.tsx:321`,no,KEEP,Checkbox.
ADM-UPLOAD-019,PHOTOGRAPHER,`/admin/upload` form,field label,Feature on the homepage,`app/routes/admin/upload.tsx:325`,no,KEEP,Checkbox.
ADM-UPLOAD-020,PHOTOGRAPHER,`/admin/upload` form,field label,Prints available,`app/routes/admin/upload.tsx:329`,no,KEEP,Checkbox; does not publish the photograph.
ADM-UPLOAD-021,PHOTOGRAPHER,`/admin/upload` form,button,Upload,`app/routes/admin/upload.tsx:334`,no,KEEP,Idle state.
ADM-UPLOAD-022,PHOTOGRAPHER,`/admin/upload` form,button,Processing…,`app/routes/admin/upload.tsx:334`,no,KEEP,Submitting state.
ADM-UPLOAD-023,PHOTOGRAPHER,`/admin/upload` form,field label,none,`app/routes/admin/upload.tsx:307`,no,KEEP,"Watermark position option, lower-cased from the stored value."
ADM-UPLOAD-024,PHOTOGRAPHER,`/admin/upload` form,field label,center,`app/routes/admin/upload.tsx:307`,no,KEEP,"Watermark position option, lower-cased and hyphen-stripped from the stored value."
ADM-UPLOAD-025,PHOTOGRAPHER,`/admin/upload` form,field label,bottom right,`app/routes/admin/upload.tsx:307`,no,KEEP,"Watermark position option, lower-cased and hyphen-stripped; the settings screen words the same value as `Bottom right (recommended)` (`ADM-SETTINGS-012`)."
ADM-UPLOAD-026,PHOTOGRAPHER,`/admin/upload` result,heading,Result,`app/routes/admin/upload.tsx:346`,no,KEEP,Heading of the per-file report.
ADM-UPLOAD-027,PHOTOGRAPHER,`/admin/upload` result,metadata,"{accepted} accepted, {rejected} refused.",`app/routes/admin/upload.tsx:348`-`350`,no,KEEP,Shown when the upload persisted.
ADM-UPLOAD-028,PHOTOGRAPHER,`/admin/upload` result,warning,"{accepted} accepted, {rejected} refused — not persisted: this environment serves the development seed set, so the upload lasts only for this process.",`app/routes/admin/upload.tsx:351`,no,REWRITE_RECOMMENDED,Development/process wording shown when running on the seed source.
ADM-UPLOAD-029,PHOTOGRAPHER,`/admin/upload` result,metadata,"— stored as “{title}” ({slug}), original {width}×{height}, public {webWidth}×{webHeight}, watermarked, or no watermark",`app/routes/admin/upload.tsx:359`-`362`,no,KEEP,Per-file success line.
ADM-UPLOAD-030,PHOTOGRAPHER,`/admin/upload` result,validation/error,— refused: {message},`app/routes/admin/upload.tsx:365`,no,KEEP,Per-file refusal line; the message comes from the upload and image validation vocabulary.
ADM-UPLOAD-031,PHOTOGRAPHER,`/admin/upload` footer note,helper text,Signed in as {role}. A refused file is listed with the reason and nothing is stored for it; the other files in the same submission are still processed.,`app/routes/admin/upload.tsx:374`-`375`,no,KEEP,Explains partial-batch behaviour.
ADM-UPLOAD-032,PHOTOGRAPHER,`/admin/upload` action result,warning,The upload could not be accepted.,`app/routes/admin/upload.tsx:116`,no,KEEP,Generic refusal when the thrown error is not a known upload error.
ADM-UPLOAD-033,PHOTOGRAPHER,`/admin/upload` action result,warning,"That upload's details were not understood, so nothing was uploaded.",`app/routes/admin/upload.tsx:152`,no,KEEP,Shown when the metadata contract refuses the submission.
ADM-UPLOAD-034,PHOTOGRAPHER,`/admin/upload` action result,warning,"Choose a watermark position this application understands, or turn the watermark off.",`app/routes/admin/upload.tsx:158`,no,KEEP,Unrecognised watermark position.
ADM-UPLOAD-035,PHOTOGRAPHER,`/admin/upload` action result,warning,Choose at least one JPEG or PNG to upload.,`app/routes/admin/upload.tsx:180`,no,KEEP,Empty file selection.
ADM-UPLOAD-036,PHOTOGRAPHER,`/admin/upload` action result,warning,"Storage is not configured in this environment, so uploads are unavailable.",`app/routes/admin/upload.tsx:191`,no,REVIEW,Names environment configuration.
ADM-GALLERY-001,PHOTOGRAPHER,`/admin/galleries` header,heading,Galleries,`app/routes/admin/galleries.tsx:209`,no,KEEP,Eyebrow.
ADM-GALLERY-002,PHOTOGRAPHER,`/admin/galleries` header,heading,Manage galleries,`app/routes/admin/galleries.tsx:210`,no,KEEP,Page `h1`.
ADM-GALLERY-003,PHOTOGRAPHER,`/admin/galleries` header,body,"Galleries are the collections visitors browse. A photograph belongs to one gallery, and it appears publicly only when both it and its gallery are published.",`app/routes/admin/galleries.tsx:211`-`214`,no,KEEP,States the two-part publication rule.
ADM-GALLERY-004,PHOTOGRAPHER,`/admin/galleries` create form,heading,Create a gallery,`app/routes/admin/galleries.tsx:227`,no,KEEP,Section `h2`.
ADM-GALLERY-005,PHOTOGRAPHER,`/admin/galleries` create form,field label,Name,`app/routes/admin/galleries.tsx:230`,no,KEEP,"Required, `maxlength` 80."
ADM-GALLERY-006,PHOTOGRAPHER,`/admin/galleries` create form,field label,Description,`app/routes/admin/galleries.tsx:240`,no,KEEP,`maxlength` 600.
ADM-GALLERY-007,PHOTOGRAPHER,`/admin/galleries` create form,field label,Display order (optional),`app/routes/admin/galleries.tsx:251`,no,KEEP,Whole number 0–9999.
ADM-GALLERY-008,PHOTOGRAPHER,`/admin/galleries` create form,helper text,Lower numbers appear first. Leave blank to add it last.,`app/routes/admin/galleries.tsx:260`,no,KEEP,Explains ordering and the blank case.
ADM-GALLERY-009,PHOTOGRAPHER,`/admin/galleries` create form,field label,Visibility,`app/routes/admin/galleries.tsx:266`,no,KEEP,Fieldset legend.
